0,0
1270760728,375421117
1270760802,375421225
1270760859,375421340
1270760914,375421443
1270760975,375421568
1270761036,375421684
1270761079,375421804
1270761136,375421895
1270761212,375422013
1270761297,375422125
1270761373,375422232
1270761463,375422334
1270761538,375422449
1270761613,375422552
1270761704,375422665
1270761792,375422781
1270761891,375422872
1270761998,375422969
1270762115,375423067
1270762209,375423143
1270762303,375423218
1270762406,375423293
1270762503,375423366
1270762602,375423437
1270762700,375423507
1270762796,375423575
1270762926,375423663
1270763046,375423728
1270763173,375423811
1270763296,375423894
1270763415,375423973
1270763526,375424049
1270763642,375424145
1270763759,375424227
1270763879,375424312
1270764001,375424396
1270764128,375424477
1270764251,375424552
1270764372,375424625
1270764506,375424696
1270764645,375424767
1270764788,375424838
1270764932,375424902
1270765079,375424961
1270765232,375425001
1270765388,375425033
1270765549,375425049
1270765712,375425054
1270765871,375425049
1270766034,375425044
1270766163,375425038
1270766290,375425031
1270766418,375425024
1270766547,375425016
1270766707,375425002
1270766866,375424988
1270767012,375424976
1270767143,375424967
1270767288,375424950
1270767429,375424935
1270767569,375424922
1270767702,375424909
1270767833,375424897
1270767994,375424877
1270768154,375424861
1270768312,375424841
1270768470,375424824
1270768628,375424805
1270768786,375424787
1270768940,375424765
1270769097,375424746
1270769246,375424733
1270769387,375424732
1270769521,375424751
1270769667,375424807
1270769807,375424887
1270769919,375424971
1270770015,375425076
1270770062,375425171
1270770075,375425304
1270770078,375425415
1270770072,375425519
1270770049,375425639
1270770021,375425770
1270769964,375425874
1270769909,375425962
1270769833,375426067
1270769767,375426167
1270769692,375426285
1270769611,375426394
1270769512,375426488
1270769452,375426603
1270769367,375426721
1270769304,375426808
1270769221,375426922
1270769142,375427037
1270769057,375427156
1270768995,375427253
1270768933,375427353
1270768858,375427456
1270768795,375427560
1270768735,375427664
1270768675,375427767
1270768614,375427875
1270768551,375427989
1270768461,375428080
1270768346,375428153
1270768225,375428223
1270768101,375428287
1270767968,375428343
1270767818,375428368
1270767656,375428355
1270767494,375428296
1270767384,375428253
1270767292,375428187
1270767217,375428109
1270767147,375428034
1270767086,375427955
1270767004,375427843
1270766932,375427732
1270766861,375427630
1270766799,375427530
1270766739,375427441
1270766668,375427338
1270766585,375427241
1270766515,375427146
1270766414,375427034
1270766321,375426920
1270766243,375426832
1270766161,375426740
1270766081,375426650
1270765995,375426560
1270765901,375426467
1270765802,375426374
1270765708,375426287
1270765607,375426195
1270765484,375426098
1270765388,375426031
1270765291,375425964
1270765194,375425901
1270765104,375425844
1270764972,375425767
1270764852,375425702
1270764744,375425648
1270764627,375425585
1270764519,375425514
1270764412,375425436
1270764301,375425349
1270764203,375425267
1270764110,375425190
1270764019,375425114
1270763914,375425021
1270763821,375424927
1270763723,375424835
1270763608,375424732
1270763507,375424645
1270763398,375424555
1270763292,375424469
1270763193,375424392
1270763097,375424323
1270762999,375424251
1270762891,375424174
1270762785,375424099
1270762680,375424025
1270762576,375423954
1270762470,375423880
1270762362,375423805
1270762212,375423700
1270762138,375423645
1270762030,375423554
1270761920,375423459
1270761809,375423359
1270761705,375423264
1270761605,375423172
1270761510,375423082
1270761425,375422999
1270761351,375422914
1270761275,375422829
1270761198,375422740
1270761129,375422652
1270761063,375422562
1270761007,375422471
1270760950,375422378
1270760891,375422281
1270760834,375422181
1270760765,375422080
1270760693,375421978
1270760623,375421881
1270760563,375421789
1270760494,375421665
1270760436,375421556
1270760370,375421431
1270760324,375421348
1270760257,375421230
1270760193,375421120
1270760138,375421015
1270760081,375420913
1270760026,375420805
1270759970,375420693
1270759911,375420577
1270759852,375420461
1270759787,375420342
1270759724,375420225
1270759661,375420111
1270759598,375419997
1270759533,375419883
1270759474,375419772
1270759409,375419661
1270759349,375419552
1270759297,375419443
1270759247,375419332
1270759195,375419217
1270759144,375419103
1270759088,375418988
1270759027,375418874
1270758965,375418756
1270758900,375418640
1270758844,375418528
1270758794,375418420
1270758745,375418310
1270758696,375418199
1270758643,375418089
1270758591,375417976
1270758532,375417862
1270758475,375417752
1270758419,375417648
1270758368,375417550
1270758308,375417433
1270758256,375417334
